artistName,sPlayed,count,genres
Nothing But Thieves,237,1,"['alternative pop rock', 'modern alternative rock', 'modern rock', 'rock']"
Novo Stella,800,4,['background jazz']
Nox Arcana,347,1,"['dungeon synth', 'ethereal wave', 'medieval folk', 'neoclassical darkwave', 'rune folk']"
Odezenne,314,3,"['french hip hop', 'french indie pop', 'french indietronica', 'new french touch', 'nouvelle chanson francaise']"
Ol Kainry,236,1,"['french hip hop', 'rap inde']"
Ola W Jansson,199,1,['background jazz']
Oleg Ponomarev,191,1,['gypsy']
Opeth,8490,30,"['alternative metal', 'metal', 'progressive death metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']"
Orelsan,268,3,"['french hip hop', 'old school rap francais', 'rap conscient']"
Ottorino Respighi,491,2,"['classical', 'early modern classical', 'impressionism', 'italian romanticism', 'neoclassicism', 'post-romantic era']"
Oxmo Puccino,8246,48,"['french hip hop', 'old school rap francais', 'rap conscient']"
Ozzy Osbourne,927,4,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']"
P.O.D.,190,1,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']"
PJ Harvey,235,1,"['alternative rock', 'art pop', 'art rock', 'chamber psych', 'indie rock', 'melancholia', 'permanent wave', 'piano rock', 'rock', 'singer-songwriter']"
Pablo Caballero,122,1,[]
Pain,683,5,"['industrial metal', 'metal', 'neue deutsche harte']"
Pain of Salvation,1037,3,"['neo-progressive', 'prog metal', 'progressive metal', 'swedish progressive metal', 'symphonic rock']"
Pandrezz,335,2,"['chillhop', 'lo-fi beats']"
Pantera,662,2,"['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal', 'wrestling']"
Papa Roach,829,4,"['alternative metal', 'nu metal', 'rap metal', 'rap rock']"
Paradise Lost,290,1,"['death metal', 'doom metal', 'gothic metal', 'metal', 'uk doom metal']"
Paradox Interactive,3002,9,"['scorecore', 'video game music']"
Pascal Michael Stiefel,3068,13,"['indie game soundtrack', 'japanese vgm', 'otacore']"
Patryk Scelina,129,1,['epicore']
Paul Mauriat,0,2,"['adult standards', 'easy listening']"
Pawel Blaszczak,321,1,['video game music']
Payu,190,1,[]
Peach Pit,361,1,"['indie pop', 'modern alternative rock', 'modern rock', 'vancouver indie']"
Peggy Lee,347,2,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
Pen of Chaos Et Le Naheulband,23865,137,[]
Percival,238,2,['video game music']
Percy Faith & His Orchestra,142,1,"['adult standards', 'easy listening', 'lounge']"
Perturbator,845,3,"['cyberpunk', 'dark clubbing', 'darksynth', 'synthwave']"
Peter Gabriel,280,3,"['album rock', 'art pop', 'art rock', 'classic rock', 'mellow gold', 'permanent wave', 'rock', 'soft rock']"
Peter Nero,540,3,"['adult standards', 'easy listening', 'lounge']"
Peter Rostov Trio,912,5,['background jazz']
Petter Eldh,252,1,['experimental jazz']
Philosophize This!,2,1,[]
Pierre Perret,33,1,"['chanson', 'french pop']"
Pink Floyd,131987,457,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']"
Pink Martini,654,3,"['adult standards', 'lounge', 'vocal jazz']"
Piotr Musiał,6299,29,['video game music']
Pixies,558,3,"['alternative rock', 'boston rock', 'modern rock', 'permanent wave', 'rock']"
Placebo,1145,6,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'rock']"
Platina Jazz,309,1,[]
Poldoore,240,1,"['chillhop', 'new french touch']"
Pomme,457,5,"['french indie pop', 'french pop', 'nouvelle chanson francaise']"
Powerwolf,218,2,"['german metal', 'german power metal', 'metal', 'power metal']"
Prismo,197,1,"['bass trap', 'gaming edm', 'traprun']"
Puscifer,150,1,"['alternative metal', 'alternative rock', 'industrial metal', 'industrial rock', 'nu metal']"
Q Funktion,168,1,['electro dub']
Qntal,356,1,"['dark wave', 'ethereal wave', 'medieval folk', 'neoclassical darkwave', 'neue deutsche todeskunst', 'rune folk']"
Quarter to Africa,274,1,['israeli jazz']
Queen,3180,13,"['classic rock', 'glam rock', 'rock']"
Queens of the Stone Age,344,2,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']"
Queensrÿche,542,2,"['album rock', 'glam metal', 'hard rock', 'metal', 'progressive metal', 'rock', 'us power metal']"
Qumu,5,1,"['lo-fi vgm', 'otacore', 'vgm remix']"
R Armando Morabito,367,1,['epicore']
R.E.M.,1086,4,"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']"
RMaster,147,1,"['anime latino', 'anime piano', 'otacore', 'scorecore']"
ROZEN,946,4,"['otacore', 'scorecore', 'video game music']"
Racer X,260,1,"['hard rock', 'metal', 'neo classical metal']"
Radiohead,61041,239,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
Rainbow,4258,15,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Ralph Vaughan Williams,385,1,"['classical', 'early modern classical', 'post-romantic era']"
Ralpi Composer,209,1,"['otacore', 'scorecore']"
Ramin Djawadi,394,2,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']"
Rammstein,34159,144,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
Randy Newman,124,1,"['disney', 'movie tunes', 'singer-songwriter']"
Raney Shockne,181,1,['bardcore']
Raphaël,51,1,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Reese Quartet,824,4,[]
Renaud,2,1,"['chanson', 'french pop', 'french rock']"
Revolt Production Music,258,3,['epicore']
Rhapsody Of Fire,1553,5,"['italian folk metal', 'italian metal', 'italian power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']"
Richard Dorfmeister,361,1,[]
Ridan,233,3,"['chanson', 'french folk pop', 'french reggae', 'french rock', 'nouvelle chanson francaise']"
Rilès,6,1,['french hip hop']
Rings of Saturn,107,1,"['deathcore', 'melodic metalcore', 'technical deathcore']"
Rise Against,671,3,"['chicago hardcore', 'chicago punk', 'hardcore punk', 'pop punk', 'punk']"
Rivers of Nihil,1206,4,['technical death metal']
Robert Elovsson Quartet,832,4,['background jazz']
Robert L. Euvino,27322,167,[]
Robert Louis Stevenson,48,1,"['hoerspiel', 'reading']"
Rocca,264,2,['colombian hip hop']
Rockin' Squat,60,2,"['conscious hip hop', 'french hip hop', 'rap conscient']"
Rocé,229,2,"['french hip hop', 'rap inde']"
Rodríguez,432,3,['folk rock']
Rome,242,1,[]
Rone,503,3,"['electronica', 'filter house', 'french indie pop', 'french indietronica', 'microhouse', 'minimal techno', 'new french touch']"
Rossdale Junction,450,2,[]
Rotting Christ,348,1,"['black metal', 'gothic black metal', 'greek black metal', 'greek metal', 'melodic black metal', 'metal', 'symphonic black metal', 'symphonic deathcore']"
Routs Wayne,107,2,[]
Ruby My Dear,211,1,"['breakcore', 'deep breakcore', 'drill and bass']"
Running Wild,387,1,"['german metal', 'german power metal', 'hard rock', 'metal', 'neo classical metal', 'neo-trad metal', 'old school thrash', 'pirate', 'power metal', 'speed metal']"
Russell Brower,9672,45,"['scorecore', 'video game music']"
Russell Shaw,255,1,['video game music']
Ryan Hurd,207,1,"['contemporary country', 'country pop']"
S3RL,162,1,"['australian dance', 'bouncy house', 'happy hardcore']"
SIE Sound Team,1901,8,"['japanese vgm', 'sound team', 'video game music']"
SNIPER,1,3,"['francoton', 'french hip hop', 'french reggae', 'rap conscient']"
Sabaton,3883,17,"['metal', 'power metal', 'swedish metal', 'swedish power metal']"
Saez,2,2,"['chanson', 'french indie pop', 'french pop', 'french reggae', 'french rock']"
Salif,0,1,"['french hip hop', 'pop urbaine', 'rap inde']"
Saliva,252,1,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'wrestling']"
Sam Hulick,832,8,"['epicore', 'scorecore', 'soundtrack', 'video game music']"
Samuel Barber,596,1,"['american modern classical', 'classical', 'early modern classical']"
Sarah Schachner,1101,6,"['scorecore', 'soundtrack', 'video game music']"
Satyricon,392,1,"[""black 'n' roll"", 'black metal', 'metal', 'norwegian black metal', 'norwegian metal', 'pagan black metal', 'symphonic black metal']"
Savatage,39,2,"['album rock', 'hard rock', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'us power metal']"
Scattle,3715,18,['darksynth']
Scorpions,3965,14,"['album rock', 'german hard rock', 'german metal', 'german rock', 'hard rock', 'metal', 'rock']"
Scred Connexion,266,4,"['french hip hop', 'old school rap francais', 'rap inde']"
Seaforth,446,2,"['contemporary country', 'country pop']"
Seether,207,1,"['alternative metal', 'modern rock', 'nu metal', 'post-grunge', 'south african rock']"
Sentenced,255,1,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'gothic metal', 'melodic death metal', 'metal', 'oulu metal']"
Septicflesh,403,3,"['death metal', 'greek metal', 'melodic death metal', 'metal', 'symphonic death metal', 'symphonic metal']"
Serge Gainsbourg,291,3,"['chanson', 'french pop', 'french rock']"
Serj Tankian,2002,9,"['alternative metal', 'nu metal']"
Seth Gueko,281,1,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap inde']"
Shades of the Abyss,185,1,['epicore']
Shaka Ponk,676,4,['french rock']
Shaman,178,1,['water']
Sharm,238,1,['epicore']
Shurik'n,3807,23,[]
Sick Puppies,561,3,"['alternative metal', 'christian rock', 'modern rock', 'nu metal', 'post-grunge', 'rap rock']"
Simon Chylinski,752,5,['indie game soundtrack']
Skarbø Skulekorps,119,1,['norwegian contemporary jazz']
Skread,102,1,['rap conscient']
Slash,367,1,"['hard rock', 'rock']"
Slipknot,1348,5,"['alternative metal', 'double drumming', 'nu metal', 'rap metal']"
Slowdive,230,1,"['alternative rock', 'art pop', 'dream pop', 'indie pop', 'indie rock', 'nu gaze', 'reading indie', 'rock', 'shoegaze']"
Soen,3385,13,"['alternative metal', 'progressive metal', 'swedish progressive metal']"
Soklak,510,2,"['french hip hop', 'rap inde']"
Sonata Arctica,350,2,"['finnish power metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']"
Sonya Belousova,196,1,"['soundtrack', 'video game music']"
Sophie Zelmani,199,1,"['classic swedish pop', 'swedish singer-songwriter']"
Souleance,261,1,"['abstract beats', 'indie jazz']"
Sound Adventures,954,6,"['epicore', 'scorecore']"
Soundcritters,111,1,['epicore']
Soundgarden,74,1,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'modern rock', 'nu metal', 'rock']"
Southside Trio,28,1,[]
Sparrow & Bird,1175,5,['background jazz']
Spotify,10,1,[]
Star Wars : L'univers étendu,91,1,[]
Stary Olsa,191,1,"['bardcore', 'medieval folk', 'tavern']"
Stat Quo,9,1,"['atl hip hop', 'southern hip hop']"
Static-X,92,1,"['alternative metal', 'groove metal', 'industrial metal', 'industrial rock', 'nu metal', 'rap metal', 'rap rock']"
Steely Dan,458,2,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'yacht rock']"
Steve Hackett,2,1,"['album rock', 'art rock', 'instrumental rock', 'jazz fusion', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']"
Steve Miller Band,742,4,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
Stone Sour,1127,6,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock', 'rock']"
Storm Weather Shanty Choir,240,1,['shanty']
Strapping Young Lad,293,1,"['alternative metal', 'canadian metal', 'death metal', 'groove metal', 'metal', 'nu metal', 'progressive metal', 'vancouver metal']"
Stratovarius,617,2,"['finnish power metal', 'hard rock', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'progressive metal', 'symphonic metal']"
Stuart Chatwood,1888,4,"['scorecore', 'video game music']"
Studio Megaane,92,1,[]
Stupeflip,866,5,"['french hip hop', 'french reggae', 'french rock', 'rap conscient']"
Sum 41,753,6,"['alternative metal', 'canadian pop punk', 'canadian punk', 'nu metal', 'pop punk', 'punk']"
Summoning,226,2,"['atmospheric black metal', 'austrian black metal', 'austrian metal', 'black metal', 'dungeon synth', 'epic black metal', 'middle earth', 'neoclassical darkwave', 'symphonic black metal', 'tolkien metal']"
Supertramp,21709,78,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']"
Suprême NTM,762,7,"['french hip hop', 'french reggae', 'old school rap francais', 'rap conscient']"
Sur le fil,16,1,[]
Svinkels,48,1,"['french punk', 'french reggae', 'french rock', 'rap inde']"
Swallow The Sun,300,1,"['doom metal', 'finnish death metal', 'finnish doom metal', 'finnish melodeath', 'finnish metal', 'gothic metal', 'melodic death metal', 'metal']"
Sweet Nothings Band,287,1,['background jazz']
Sybrid,204,1,['epicore']
Symphony X,351,1,"['metal', 'neo classical metal', 'power metal', 'progressive metal', 'progressive power metal']"
System Of A Down,5191,24,"['alternative metal', 'nu metal', 'rap metal']"
Sólstafir,1211,4,"['icelandic black metal', 'icelandic metal', 'icelandic pop', 'pagan black metal', 'post-metal', 'viking black metal']"
TK from Ling tosite sigure,205,1,"['anime', 'j-poprock', 'j-rock', 'otacore']"
TRUST,7,1,['french rock']
Takeshi Furukawa,813,7,"['japanese soundtrack', 'video game music']"
Tenacious D,165,1,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody']"
Tenille Arts,66,1,"['canadian contemporary country', 'contemporary country', 'country pop']"
TesseracT,936,4,"['djent', 'progressive metal']"
Testament,390,1,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
Thaehan,331,2,[]
The Alan Parsons Project,506,3,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
The Animals,1346,6,"['album rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'protopunk', 'psychedelic rock', 'rock']"
The Barr Brothers,290,1,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']"
The Blasting Company,92,1,['chamber folk']
The Blue Room Band,632,2,['background jazz']
The Brian Jonestown Massacre,661,2,"['alternative rock', 'bay area indie', 'chamber psych', 'garage rock', 'indie rock', 'neo-psychedelic', 'shoegaze']"
The City of Birches,1299,5,[]
The City of Prague Philharmonic Orchestra,151,1,"['classic soundtrack', 'orchestra', 'scorecore', 'symfonicky orchestr', 'theme']"
The Crusaders,1293,4,"['funk', 'jazz funk', 'jazz fusion', 'smooth jazz', 'soul', 'soul jazz']"
The Darkness,327,2,"['glam metal', 'hard rock', 'rock']"
The Doors,2355,8,"['acid rock', 'classic rock', 'psychedelic rock', 'rock']"
The Fellowship,165,1,['middle earth']
The Groovers,3,1,[]
The Jazz Cultivators,952,4,['background jazz']
The Kilimanjaro Darkjazz Ensemble,417,1,['dark jazz']
The Kinks,485,3,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']"
The Midnight Quartet,957,5,['background jazz']
The Moody Blues,1137,4,"['album rock', 'art rock', 'british invasion', 'classic rock', 'country rock', 'flute rock', 'folk', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'psychedelic rock', 'rock', 'soft rock', 'symphonic rock']"
The Offspring,537,3,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']"
The Platters,156,1,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'vocal jazz']"
The Police,1989,8,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
The Rolling Stones,2807,12,"['british invasion', 'classic rock', 'rock']"
The Smashing Pumpkins,1170,5,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']"
The Smiths,601,2,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']"
The Stilltones,928,4,['background jazz']
The Sweetgreens,772,4,['background jazz']
The Tallest Man On Earth,255,1,"['indie folk', 'stomp and holler', 'swedish americana', 'swedish singer-songwriter']"
The Tolkien Ensemble,3081,12,['middle earth']
The Toxic Avenger,1308,4,"['dark clubbing', 'electro house', 'filter house']"
The Wallraff Group,840,4,['background jazz']
The Who,2861,12,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'roots rock']"
Theophany,3458,12,"['gamecore', 'scorecore']"
Therion,291,2,"['gothic metal', 'gothic symphonic metal', 'metal', 'neo classical metal', 'opera metal', 'power metal', 'swedish metal', 'symphonic black metal', 'symphonic death metal', 'symphonic metal']"
This Is The Kit,221,1,"['bristol indie', 'chamber pop', 'chamber psych', 'freak folk', 'indie folk']"
Thom Yorke,402,2,"['art pop', 'electronica', 'glitch pop', 'indie rock', 'oxford indie']"
Thomas Bergersen,703,3,"['epicore', 'soundtrack', 'video game music']"
Thomas Dutronc,92,2,"['chanson', 'french pop', 'french rock', 'nouvelle chanson francaise']"
Thomas Fersen,1,1,"['chanson', 'french folk pop', 'french rock', 'nouvelle chanson francaise']"
Thomas Newman,306,1,['soundtrack']
Thomas Strønen,1,1,"['dark jazz', 'ecm-style jazz', 'jazz drums', 'norwegian contemporary jazz', 'norwegian experimental', 'norwegian jazz']"
Three Days Grace,614,4,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge']"
Tim Deluxe,304,1,"['disco house', 'vocal house']"
Timber Timbre,219,1,"['freak folk', 'new weird america', 'stomp and holler', 'toronto indie']"
Todd Masten,6785,38,['video game music']
Tom Bates,1144,5,[]
Tom Petty and the Heartbreakers,546,2,"['album rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']"
Tom Player,1079,5,['epicore']
Tom Stills Quartet,406,2,[]
Tomas Grut,305,1,[]
Townes Van Zandt,165,1,"['alternative country', 'cosmic american', 'country rock', 'folk', 'folk rock', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']"
Traditional,1825,5,['sleep']
Traveling Wilburys,199,1,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock', 'supergroup']"
Travis,240,1,"['britpop', 'neo mellow', 'pop rock', 'rock']"
Trepalium,0,2,"['avant-garde metal', 'french death metal', 'french metal']"
Trevor Kowalski,2836,18,"['background music', 'calming instrumental', 'focus']"
Trevor Morris,538,2,"['canadian soundtrack', 'epicore', 'soundtrack', 'video game music']"
Triptik,317,1,"['french hip hop', 'rap inde']"
Trivium,225,2,"['alternative metal', 'groove metal', 'melodic metalcore', 'melodic thrash', 'metal', 'metalcore', 'nu metal']"
Trois Amis,764,4,['background jazz']
Tuomas Holopainen,676,2,[]
Twisted Sister,179,2,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Two Worlds II,136,1,['video game music']
Tyler Rich,396,2,"['contemporary country', 'country pop']"
Têtes Raides,1,1,"['chanson', 'french folk pop', 'french reggae', 'french rock']"
UFO,812,4,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']"
Ulf Janson,1722,14,['calming instrumental']
Ultra Vomit,372,2,['french rock']
Uncle Acid & The Deadbeats,30,2,"['doom metal', 'psychedelic doom', 'retro metal', 'space rock', 'stoner metal', 'stoner rock', 'uk doom metal', 'uk stoner rock']"
Utamaru,12,1,[]
Vald,381,2,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient', 'rap francais']"
Valentin Wiest,578,2,['epicore']
Van Canto,188,1,"['comic metal', 'german metal', 'german power metal', 'melodic metal', 'neo classical metal', 'power metal', 'symphonic metal']"
Vch mx,8,1,[]
Venetian Snares,466,2,"['braindance', 'breakcore', 'drill and bass', 'hardcore techno', 'intelligent dance music']"
Vernon Sanders,884,4,['background jazz']
Vetiver,280,1,"['freak folk', 'indie folk', 'stomp and holler']"
Video Games Live,27660,147,"['otacore', 'scorecore', 'video game music']"
Vijay Iyer,4,1,"['contemporary jazz', 'ecm-style jazz', 'free jazz', 'indian jazz', 'indie jazz', 'japanese jazz', 'jazz', 'jazz piano', 'modern jazz piano', 'norwegian contemporary jazz']"
Volbeat,261,1,"['alternative metal', 'danish metal', 'danish rock']"
Vàli,361,2,"['dark folk', 'medieval folk', 'neoclassical darkwave', 'neofolk']"
Walter Wanderley,1,1,"['bossa nova', 'exotica', 'jazz organ', 'lounge', 'space age pop']"
Watt White,21,1,"['modern alternative rock', 'rebel blues', 'wrestling']"
We Three Trio,1000,4,['background jazz']
Whitechapel,238,2,"['deathcore', 'melodic metalcore', 'metalcore', 'tennessee metal']"
Wilco,232,1,"['alternative country', 'alternative rock', 'chicago indie', 'indie pop', 'indie rock', 'pop rock', 'rock', 'roots rock', 'stomp and holler']"
Wildflower Trio,585,4,[]
Will Savino,6783,35,['video game music']
William Galison & Madeleine Peyroux,304,2,['contemporary vocal jazz']
Willy Denzey,98,1,['french pop']
Wind Rose,316,1,"['italian folk metal', 'italian power metal', 'melodic metal', 'middle earth', 'power metal', 'tolkien metal']"
Wintergatan Soundtracks,200,1,[]
Wintersun,76,1,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'finnish power metal', 'finnish progressive metal', 'folk metal', 'melodic death metal', 'metal', 'power metal', 'symphonic death metal', 'viking metal']"
Wolfheart,296,1,"['finnish death metal', 'finnish melodeath', 'finnish metal', 'melodic death metal']"
Woods Of Ypres,657,1,"['canadian black metal', 'canadian metal', 'doom metal', 'gothic metal']"
Worakls,468,1,"['deep minimal techno', 'high-tech minimal', 'minimal techno', 'new french touch', 'tropical house']"
Xavier Dang,108217,540,[]
Xin Feng,756,7,['calming instrumental']
Xtortion Audio,600,3,['epicore']
YG Pablo,3,1,"['rap belge', 'rap calme', 'rap francais']"
Ye Banished Privateers,16,1,"['pirate', 'shanty']"
Yoann Laulan,2418,9,['video game music']
Yoshihisa Hirano,88,1,['anime score']
Youssoupha,505,11,"['francoton', 'french hip hop', 'pop urbaine', 'rap conscient']"
Youv Dee,1,1,"['french hip hop', 'pop urbaine', 'rap calme', 'rap francais']"
Yuka Kitamura,166,1,['video game music']
Yuki Hayashi,228,1,"['anime score', 'japanese soundtrack', 'otacore']"
Yves Montand,281,1,['chanson']
Yves Simon,183,1,['chanson']
Zakk Wylde,22618,92,['hard rock']
Zeal & Ardor,576,3,"['avant-garde metal', 'swiss metal']"
fingerspit,1598,7,"['indie game soundtrack', 'video game music']"
insaneintherainmusic,1319,5,['otacore']
Ärsenik,1,1,"['french hip hop', 'old school rap francais', 'rap inde']"
öOoOoOoOoOo,36,1,['avant-garde metal']
ミツキヨ,30,1,['japanese vtuber']
小畑貴裕,149,1,['anime score']
杉森雅和,1101,13,"['japanese vgm', 'sound team']"
